Place Name,Location,Category,Description,Rating,State,latitude,longitude,Entities
Sheesh Mahal,Patiala,Historical Site,"Sheesh Mahal, also known as the Palace of Mirrors, is a splendid palace located in Patiala, Punjab. It is a part of the Old Moti Bagh Palace complex and is known for its exquisite mirror work and frescoes. The palace reflects the grandeur of the royal era and offers a glimpse into the opulent lifestyle of the Maharajas of Patiala. Visitors can marvel at the intricate artwork, explore the palace's rooms and galleries, and appreciate the architectural brilliance.",4.4,Punjab,30.3375,76.4006, Sheesh Mahal the Palace of Mirrors Patiala Punjab Moti Bagh Palace Patiala
Khatkar Kalan,Kapurthala,Historical Site,"Khatkar Kalan is a village located in Kapurthala district of Punjab. It holds historical significance as the birthplace of Shaheed Bhagat Singh, one of India's prominent freedom fighters. The village is home to the Bhagat Singh Memorial Museum, dedicated to preserving the memory and contributions of Bhagat Singh. Visitors can explore the museum, learn about Bhagat Singh's life and sacrifice, and pay their respects at his ancestral house.",4.5,Punjab,31.3511,75.392, Khatkar Kalan Kapurthala Punjab Bhagat Singh one India the Bhagat Singh Memorial Museum Bhagat Singh Bhagat Singh's
Gurdwara Fatehgarh Sahib,Sirhind,Religious Site,"Gurdwara Fatehgarh Sahib is a prominent Sikh gurdwara located in Sirhind, Punjab. It commemorates the martyrdom of the younger Sahibzadas (sons) of Guru Gobind Singh, Sahibzada Fateh Singh and Sahibzada Zorawar Singh. The gurdwara complex includes the historic Fatehgarh Sahib Fort, where the young princes were imprisoned. Visitors can pay their respects, attend religious ceremonies, and learn about the sacrifice of the Sahibzadas.",4.6,Punjab,30.6452,76.3804," Gurdwara Fatehgarh Sahib Sikh Sirhind, Punjab Sahibzadas Guru Gobind Singh Sahibzada Fateh Singh Sahibzada Zorawar Singh Fatehgarh Sahib Fort Sahibzadas"
Dal Lake,Srinagar,Lake,"Dal Lake is a beautiful lake located in Srinagar, Jammu and Kashmir. It is known for its stunning natural beauty, houseboats, and floating gardens. The lake is surrounded by picturesque mountains and offers a serene ambiance. Visitors can enjoy shikara boat rides, stay in houseboats, and explore the Mughal gardens located along the lake.",4.8,Jammu and Kashmir,34.0837,74.7973, Dal Lake Srinagar Jammu Kashmir Mughal
Gulmarg,Baramulla,Hill Station,"Gulmarg is a popular hill station located in Baramulla district of Jammu and Kashmir. It is known for its breathtaking landscapes, snow-covered peaks, and skiing opportunities. Gulmarg is also home to the highest golf course in the world. Visitors can enjoy skiing, snowboarding, gondola rides, and take in the panoramic views of the Himalayas.",4.7,Jammu and Kashmir,34.0494,74.382, Baramulla Jammu Kashmir Himalayas
Vaishno Devi,Katra,Religious Site,"Vaishno Devi is a revered Hindu pilgrimage site located in Katra, Jammu and Kashmir. It is dedicated to Goddess Vaishnavi, also known as Mata Rani. The shrine is situated atop the Trikuta Mountains and attracts millions of devotees each year. Visitors embark on a trek to reach the shrine, which is believed to fulfill the wishes of the pilgrims. The journey to Vaishno Devi is a spiritual and rewarding experience.",4.9,Jammu and Kashmir,32.9837,74.9426, Vaishno Devi Hindu Katra Jammu Kashmir Goddess Vaishnavi Mata Rani the Trikuta Mountains each year Vaishno Devi
Sonamarg,Ganderbal,Hill Station,"Sonamarg, also known as the ""Meadow of Gold,"" is a scenic hill station located in Ganderbal district of Jammu and Kashmir. It is nestled in the Himalayas and offers breathtaking views of snow-clad mountains, glaciers, and flower-laden meadows. Sonamarg is the starting point for the famous Amarnath Yatra pilgrimage. Visitors can enjoy trekking, camping, and horse riding amidst the pristine natural beauty.",4.6,Jammu and Kashmir,34.2979,75.2849, Meadow of Gold scenic hill Ganderbal Jammu Kashmir Himalayas Amarnath Yatra
Pahalgam,Anantnag,Hill Station,"Pahalgam is a picturesque hill station located in Anantnag district of Jammu and Kashmir. It is known for its lush green meadows, gushing rivers, and snow-capped peaks. Pahalgam serves as the base camp for the Amarnath Yatra and is a popular destination for adventure enthusiasts. Visitors can indulge in activities like trekking, camping, horse riding, and enjoy the scenic beauty of the surrounding mountains.",4.5,Jammu and Kashmir,34.0115,75.3152, Anantnag Jammu Kashmir
Srinagar,Srinagar,City,"Srinagar is the capital city of Jammu and Kashmir and is known for its mesmerizing beauty and cultural heritage. It is often referred to as the ""Venice of the East"" due to its enchanting lakes and houseboats. Srinagar is famous for its Mughal gardens, including Nishat Bagh, Shalimar Bagh, and Chashme Shahi. Visitors can explore the city's architectural marvels, enjoy shikara rides on the Dal Lake, and savor the delicious Kashmiri cuisine.",4.7,Jammu and Kashmir,34.0837,74.7973, Srinagar Jammu Kashmir East Srinagar Mughal Nishat Bagh Shalimar Bagh Chashme Shahi the Dal Lake Kashmiri
Nubra Valley,Leh,Valley,"Nubra Valley is a breathtaking valley located in Leh district of Jammu and Kashmir. It is known for its surreal landscapes, sand dunes, and double-humped Bactrian camels. The valley offers a unique blend of desert-like terrain and snow-capped mountains. Visitors can experience the thrilling drive over Khardung La Pass, indulge in camel rides, and explore the picturesque monasteries and villages scattered across the valley.",4.7,Jammu and Kashmir,34.4808,77.6271, Nubra Valley Leh Jammu Kashmir Bactrian Khardung La Pass
Dachigam National Park,Srinagar,National Park,"Dachigam National Park is a renowned national park located near Srinagar in Jammu and Kashmir. It is known for its diverse flora and fauna, including the critically endangered Hangul (Kashmir stag). The park is nestled in the picturesque Dachigam Mountains and offers scenic beauty and opportunities for wildlife sightings. Visitors can go on jeep safaris, trekking trails, and enjoy the pristine natural surroundings.",4.6,Jammu and Kashmir,34.2159,74.639, Dachigam National Park Srinagar Jammu Kashmir Hangul Kashmir Dachigam Mountains safaris
Martand Sun Temple,Anantnag,Temple,"Martand Sun Temple is an ancient Hindu temple located in Anantnag district of Jammu and Kashmir. It was built during the 8th century and is dedicated to the Sun god. The temple is known for its architectural grandeur and intricate carvings. Although in ruins, it remains a significant archaeological site and a testament to the rich cultural heritage of the region. Visitors can explore the remnants of the temple and appreciate its historical and artistic value.",4.4,Jammu and Kashmir,33.7475,75.2029, Martand Sun Temple Hindu Anantnag Jammu Kashmir the 8th century Sun
Yusmarg,Budgam,Hill Station,"Yusmarg is a scenic hill station located in Budgam district of Jammu and Kashmir. It is known for its breathtaking meadows, dense forests, and gushing streams. Yusmarg offers a tranquil escape from the hustle and bustle of city life and is ideal for nature lovers and adventure enthusiasts. Visitors can enjoy activities like horse riding, hiking, and picnicking amidst the picturesque surroundings.",4.3,Jammu and Kashmir,34.0266,74.5556, Yusmarg scenic hill Budgam Jammu Kashmir
Shankaracharya Temple,Srinagar,Temple,"Shankaracharya Temple, also known as the Jyesteshwara Temple, is a prominent Hindu temple located on Shankaracharya Hill in Srinagar, Jammu and Kashmir. It is dedicated to Lord Shiva and is believed to have been built in the 9th century. The temple offers panoramic views of the city and the Dal Lake. Visitors need to climb a flight of stairs to reach the temple and can seek blessings while enjoying the serene ambiance.",4.2,Jammu and Kashmir,34.0913,74.8532, the Jyesteshwara Temple Hindu Shankaracharya Hill Srinagar Jammu Kashmir Shiva the 9th century the Dal Lake
Aharbal Waterfall,Kulgam,Waterfall,"Aharbal Waterfall is a scenic waterfall located in Kulgam district of Jammu and Kashmir. It is situated on the Veshu River and is surrounded by lush green forests and pristine natural beauty. Aharbal Waterfall is known for its captivating views and offers a peaceful ambiance for visitors to relax and enjoy the sound of cascading water. Visitors can also go on nature walks, enjoy picnics, and capture the beauty of the waterfall through photography.",4.5,Jammu and Kashmir,33.7709,75.0887, Aharbal Waterfall Kulgam Jammu Kashmir the Veshu River Aharbal Waterfall
Amarnath Cave,Anantnag,Pilgrimage Site,"Amarnath Cave is a sacred Hindu pilgrimage site located in Anantnag district of Jammu and Kashmir. It is dedicated to Lord Shiva and is one of the holiest shrines in Hinduism. The cave is famous for the naturally formed ice lingam, which is believed to be an embodiment of Lord Shiva. Every year, thousands of devotees undertake a challenging trek to the cave to seek blessings. The pilgrimage season to Amarnath Cave usually takes place during the months of July and August.",4.8,Jammu and Kashmir,34.2205,75.3897, Amarnath Cave Hindu Anantnag Jammu Kashmir Shiva Hinduism Every year thousands Amarnath Cave the months of July August
Hazaribagh,Hazaribagh,Nature Reserve,"Hazaribagh is a beautiful nature reserve located in Hazaribagh district of Jharkhand. It is known for its dense forests, wildlife, and scenic landscapes. Hazaribagh offers a tranquil environment for nature lovers and adventure enthusiasts. The reserve is home to various animal species, including tigers, leopards, and deer. Visitors can go on wildlife safaris, enjoy nature walks, and experience the serenity of the surroundings.",4.5,Jharkhand,23.9913,85.3619, Hazaribagh Jharkhand safaris
Betla National Park,Palamu,National Park,"Betla National Park is a renowned national park located in Palamu district of Jharkhand. It is one of the oldest national parks in India and is known for its rich biodiversity and wildlife. The park is home to various animal species, including tigers, elephants, and sloth bears. Visitors can go on jungle safaris, enjoy birdwatching, and explore the lush green forests and scenic landscapes of Betla National Park.",4.4,Jharkhand,23.9846,84.0522, Betla National Park Palamu Jharkhand India jungle safaris Betla National Park
Netarhat,Netarhat,Hill Station,"Netarhat is a charming hill station located in Netarhat district of Jharkhand. It is often referred to as the 'Queen of Chotanagpur' and is known for its pleasant climate and beautiful landscapes. Netarhat offers breathtaking views of the surrounding hills, dense forests, and valleys. Visitors can enjoy activities like trekking, camping, and nature walks while immersing themselves in the serene ambiance of the hill station.",4.3,Jharkhand,23.4911,84.2655, Jharkhand
Deoghar,Deoghar,Pilgrimage Site,"Deoghar is a popular pilgrimage site located in Deoghar district of Jharkhand. It is home to the famous Baba Baidyanath Temple, one of the twelve Jyotirlingas (shrines dedicated to Lord Shiva) in India. Deoghar attracts a large number of devotees, especially during the holy month of Shravan. Apart from the temple, visitors can explore attractions like Nandan Pahar and Tapovan and experience the spiritual aura of the city.",4.5,Jharkhand,24.4852,86.6882, Jharkhand Baba Baidyanath Temple one twelve Jyotirlingas India the holy month Nandan Pahar Tapovan
McCluskieganj,Hazaribagh,Hill Station,"McCluskieganj is a quaint hill station located in Hazaribagh district of Jharkhand. It is known for its colonial-era charm, scenic landscapes, and artistic heritage. McCluskieganj was founded by an Anglo-Indian community in the early 20th century and still retains its old-world charm. Visitors can explore the colonial-style cottages, visit the art gallery, and enjoy the tranquility of the surroundings.",4.2,Jharkhand,23.7604,85.9913, Hazaribagh Jharkhand McCluskieganj Anglo the early 20th century
Dalma Wildlife Sanctuary,Jamshedpur,Wildlife Sanctuary,"Dalma Wildlife Sanctuary is a popular wildlife sanctuary located near Jamshedpur in Jharkhand. It is known for its diverse flora and fauna, including species like elephants, barking deer, and sloth bears. The sanctuary offers opportunities for wildlife sightings, nature trails, and birdwatching. Visitors can also enjoy panoramic views of the surrounding hills and valleys from the Dalma Hills.",4.4,Jharkhand,22.8736,86.133, Dalma Wildlife Sanctuary Jamshedpur in Jharkhand the Dalma Hills
Giridih,Giridih,Hill Station,"Giridih is a scenic hill station located in Giridih district of Jharkhand. It is known for its picturesque landscapes, lush green forests, and sparkling waterfalls. Giridih offers a serene environment for nature lovers and adventure enthusiasts. Visitors can explore attractions like Parasnath Hill, Usri Falls, and Khandoli Park, and indulge in activities like trekking, rock climbing, and boating.",4.3,Jharkhand,24.1839,86.2973, Giridih scenic hill Giridih Jharkhand Parasnath Hill Usri Falls Khandoli Park
Sun Temple,Ranchi,Temple,"Sun Temple is a famous temple located in Ranchi, Jharkhand. It is dedicated to the Sun god and is known for its magnificent architecture and spiritual significance. The temple features intricate stone carvings and attracts devotees and tourists alike. Visitors can witness the mesmerizing sunset views from the temple premises and experience a sense of peace and tranquility.",4.2,Jharkhand,23.3587,85.3222, Sun Temple Ranchi Jharkhand Sun
Patratu Valley,Ramgarh,Valley,"Patratu Valley is a scenic valley located in Ramgarh district of Jharkhand. It is known for its lush green landscapes, pristine water bodies, and picturesque views. Patratu Valley offers a serene retreat for nature lovers and is ideal for activities like boating, picnicking, and nature walks. Visitors can also enjoy the panoramic views of the Patratu Dam and surrounding hills.",4.4,Jharkhand,23.7724,85.5, Patratu Valley Ramgarh Jharkhand Patratu Valley the Patratu Dam
Sita Falls,Ranchi,Waterfall,"Sita Falls is a mesmerizing waterfall located in Ranchi, Jharkhand. It is named after the mythical character Sita from the Hindu epic Ramayana. The waterfall is surrounded by lush green forests and offers a picturesque setting. Visitors can enjoy the natural beauty, take a dip in the refreshing waters, and spend a peaceful time in the lap of nature.",4.3,Jharkhand,23.3222,85.5292, Sita Falls Ranchi Jharkhand Hindu Ramayana
Jamshedpur,Jamshedpur,City,"Jamshedpur, also known as Tatanagar, is a well-planned industrial city in Jharkhand. It is known for its steel industry, lush green parks, and urban infrastructure. Jamshedpur offers a blend of modern amenities and natural beauty, making it an attractive destination for tourists. Visitors can explore attractions like Jubilee Park, Tata Steel Zoological Park, and Bhuvaneshwari Temple, and experience the vibrant culture and hospitality of the city.",4.6,Jharkhand,22.8046,86.2029, Jamshedpur Tatanagar Jharkhand Jubilee Park Tata Steel Zoological Park Bhuvaneshwari Temple
Dassam Falls,Ranchi,Waterfall,"Dassam Falls is a magnificent waterfall located near Ranchi in Jharkhand. It is formed by the Kanchi River and is surrounded by dense forests and rocky terrain. Dassam Falls offers a picturesque setting and is a popular spot for picnics and nature walks. Visitors can witness the cascading waters, enjoy the cool breeze, and capture beautiful moments amidst nature.",4.4,Jharkhand,23.4552,85.4801, Dassam Falls Ranchi Jharkhand the Kanchi River Dassam Falls
Hundru Falls,Ranchi,Waterfall,"Hundru Falls is a stunning waterfall located near Ranchi in Jharkhand. It is formed by the Subarnarekha River and cascades down from a height of around 98 meters. Hundru Falls is known for its natural beauty, rocky surroundings, and lush greenery. Visitors can witness the mesmerizing waterfall, relax in the serene ambiance, and indulge in photography and nature appreciation.",4.3,Jharkhand,23.3499,85.4553, Hundru Falls Ranchi Jharkhand the Subarnarekha River around 98 meters Hundru Falls
Jonha Falls,Ranchi,Waterfall,"Jonha Falls, also known as Gautamdhara Falls, is a picturesque waterfall located near Ranchi in Jharkhand. It is formed by the Kanchi River and cascades down from a height of around 43 meters. Jonha Falls is surrounded by dense forests and offers a serene and tranquil atmosphere. Visitors can enjoy the scenic beauty, take a dip in the natural pool formed by the waterfall, and spend quality time amidst nature.",4.2,Jharkhand,23.3812,85.4453, Jonha Falls Gautamdhara Falls Ranchi Jharkhand the Kanchi River around 43 meters Jonha Falls
Pahari Mandir,Ranchi,Temple,"Pahari Mandir is a famous temple located on a hilltop in Ranchi, Jharkhand. It is dedicated to Lord Shiva and is one of the most visited religious sites in the city. Pahari Mandir offers panoramic views of the city and the surrounding landscapes. Visitors can climb the stairs to reach the temple, seek blessings, and enjoy the breathtaking views from the hilltop.",4.5,Jharkhand,23.3659,85.3436, Pahari Mandir Ranchi Jharkhand Shiva Pahari Mandir
Parasnath Hill,Giridih,Pilgrimage Site,"Parasnath Hill, also known as Shikharji, is a revered pilgrimage site located in Giridih district of Jharkhand. It is considered to be one of the most sacred Jain pilgrimage destinations in India. Parasnath Hill is believed to be the place where 20 of the 24 Jain Tirthankaras (spiritual leaders) attained salvation. Visitors can undertake a strenuous trek to the summit, visit the Jain temples, and experience the spiritual aura of the place.",4.4,Jharkhand,24.0589,86.2942, Parasnath Hill Giridih Jharkhand Jain India Parasnath Hill 20 24 Jain
Rajrappa Temple,Hazaribagh,Pilgrimage Site,"Rajrappa Temple is a popular pilgrimage site located in Hazaribagh district of Jharkhand. It is dedicated to Goddess Chhinnamastika, a form of Goddess Durga. The temple is situated on the banks of the Bhairavi River and is known for its scenic surroundings and religious significance. Visitors can seek blessings, participate in religious rituals, and enjoy the serene ambiance of the temple complex.",4.3,Jharkhand,23.6459,85.6431, Rajrappa Temple Hazaribagh Jharkhand Goddess Chhinnamastika Goddess Durga the Bhairavi River
Hirni Falls,Seraikela,Waterfall,"Hirni Falls is a beautiful waterfall located in Seraikela-Kharsawan district of Jharkhand. It is surrounded by dense forests and offers a picturesque setting. Hirni Falls is known for its natural beauty, cascading waters, and serene atmosphere. Visitors can enjoy the mesmerizing views, take a refreshing dip in the pool formed by the waterfall, and spend a relaxing time in the lap of nature.",4.2,Jharkhand,22.8894,85.7576, Hirni Falls Seraikela Jharkhand Hirni Falls
Baidyanath Dham,Deoghar,Pilgrimage Site,"Baidyanath Dham, also known as Baba Baidyanath Temple, is a revered pilgrimage site located in Deoghar district of Jharkhand. It is one of the twelve Jyotirlingas (shrines dedicated to Lord Shiva) in India and attracts a large number of devotees. Baidyanath Dham is believed to be the place where Lord Shiva resides in the form of Jyotirlinga. Visitors can seek blessings, participate in religious rituals, and experience the divine ambiance of the temple complex.",4.5,Jharkhand,24.4817,86.6951, Baidyanath Dham Baba Baidyanath Temple Jharkhand one twelve Jyotirlingas Shiva India Baidyanath Dham Shiva Jyotirlinga
Usri Falls,Giridih,Waterfall,"Usri Falls is a picturesque waterfall located in Giridih district of Jharkhand. It is formed by the Usri River and is surrounded by lush green forests and rocky terrain. Usri Falls offers a serene and tranquil atmosphere, making it an ideal spot for nature lovers. Visitors can witness the cascading waters, enjoy the peaceful surroundings, and rejuvenate amidst the beauty of nature.",4.3,Jharkhand,24.2872,86.2222, Usri Falls Giridih Jharkhand the Usri River Usri Falls
Mirchaiya Falls,Lohardaga,Waterfall,"Mirchaiya Falls is a scenic waterfall located in Lohardaga district of Jharkhand. It is formed by the Kharkai River and offers a picturesque setting amidst lush greenery. Mirchaiya Falls is known for its natural beauty, cascading waters, and peaceful ambiance. Visitors can enjoy the scenic views, relax in the serene surroundings, and capture beautiful moments in the lap of nature.",4.2,Jharkhand,23.4366,84.7485, Mirchaiya Falls Lohardaga district Jharkhand the Kharkai River Mirchaiya Falls
Maa Chhinnamasta Temple,Ramgarh,Temple,"Maa Chhinnamasta Temple is a renowned temple located in Ramgarh district of Jharkhand. It is dedicated to Goddess Chhinnamasta, a form of Goddess Durga. The temple is known for its unique architectural style and religious significance. Visitors can seek blessings, participate in religious ceremonies, and experience the spiritual ambiance of the temple complex.",4.3,Jharkhand,23.6044,85.5214, Maa Chhinnamasta Temple Ramgarh Jharkhand Goddess Chhinnamasta Goddess Durga
Panchghagh Falls,Khunti,Waterfall,"Panchghagh Falls is a scenic waterfall located in Khunti district of Jharkhand. It is formed by the Kanchi River and is surrounded by dense forests and rocky terrain. Panchghagh Falls offers a picturesque setting and is known for its cascading waters and natural beauty. Visitors can enjoy the serene ambiance, take a refreshing dip in the pool formed by the waterfall, and explore the nearby natural surroundings.",4.2,Jharkhand,23.0335,85.2799, Panchghagh Falls Khunti Jharkhand the Kanchi River
Baidadih Temple,Dumka,Temple,"Baidadih Temple is a renowned temple located in Dumka district of Jharkhand. It is dedicated to Goddess Durga and is considered to be one of the Shakti Peethas (sacred places associated with Goddess


",,,,, Baidadih Temple Dumka Jharkhand Goddess Durga one the Shakti Peethas
Valley of Flowers,Chamoli,National Park,"Valley of Flowers is a breathtaking national park located in the Chamoli district of Uttarakhand. It is known for its vibrant meadows filled with numerous species of alpine flowers. The valley is a UNESCO World Heritage Site and offers stunning views of the Himalayan peaks. Visitors can enjoy trekking through the valley, witness the blooming flowers, and experience the untouched beauty of nature.",4.7,Uttarakhand,30.7279,79.6122, Chamoli Uttarakhand UNESCO World Heritage Site Himalayan
Nainital,Nainital,Hill Station,"Nainital is a popular hill station located in the Kumaon region of Uttarakhand. It is situated around the Naini Lake and is surrounded by lush green hills. Nainital is known for its pleasant climate, scenic beauty, and various tourist attractions. Visitors can enjoy boating in the lake, explore the Naini Peak, visit the Naina Devi Temple, and indulge in shopping and dining in the bustling mall road.",4.6,Uttarakhand,29.3803,79.4636, Nainital Kumaon Uttarakhand the Naini Lake Nainital the Naini Peak the Naina Devi Temple
Jim Corbett National Park,Nainital,National Park,"Jim Corbett National Park is a renowned national park located in the Nainital district of Uttarakhand. It is India's oldest national park and is famous for its population of Bengal tigers. The park offers a unique wildlife experience, with a variety of flora and fauna. Visitors can go on jungle safaris, spot tigers and other wildlife, and explore the natural beauty of the park.",4.5,Uttarakhand,29.3949,78.9422, Jim Corbett Nainital Uttarakhand India Bengal jungle safaris
Mussoorie,Dehradun,Hill Station,"Mussoorie is a picturesque hill station located in the Dehradun district of Uttarakhand. It is situated at an altitude of 2,005 meters in the Garhwal Himalayas. Mussoorie offers panoramic views of the Doon Valley and the snow-capped Himalayan peaks. Visitors can explore attractions like Kempty Falls, Gun Hill, and Lal Tibba, enjoy cable car rides, and indulge in nature walks amidst the beautiful surroundings.",4.5,Uttarakhand,30.4599,78.0666," Mussoorie Dehradun Uttarakhand 2,005 meters the Garhwal Himalayas Mussoorie the Doon Valley Himalayan Kempty Falls Gun Hill Lal Tibba"
Munsiyari,Pithoragarh,Hill Station,"Munsiyari is a serene hill station located in the Pithoragarh district of Uttarakhand. It is nestled in the snow-capped peaks of the Himalayas and offers breathtaking views of the surrounding mountains. Munsiyari is known for its natural beauty, trekking trails, and opportunities for adventure sports. Visitors can explore the scenic landscapes, go trekking to places like Khaliya Top and Nanda Devi Temple, and experience the tranquility of the mountains.",4.6,Uttarakhand,30.2266,80.515, Munsiyari Pithoragarh Uttarakhand Himalayas Munsiyari Khaliya Top Nanda Devi Temple
Binsar,Almora,Hill Station,"Binsar is a scenic hill station located in the Almora district of Uttarakhand. It is situated at an altitude of 2,420 meters and is known for its panoramic views of the Himalayan peaks. Binsar is surrounded by a wildlife sanctuary, making it an ideal destination for nature and wildlife enthusiasts. Visitors can enjoy trekking, bird watching, and nature walks, and soak in the tranquility of the mountains.",4.4,Uttarakhand,29.6621,79.6271," Binsar scenic hill Almora Uttarakhand 2,420 meters Himalayan Binsar"
Kedarnath,Garhwal,Pilgrimage Site,"Kedarnath is a revered pilgrimage site located in the Garhwal Himalayas of Uttarakhand. It is one of the Char Dham (four holy abodes) in Hinduism and is dedicated to Lord Shiva. Kedarnath is situated at an altitude of 3,583 meters and offers breathtaking views of the surrounding peaks. Visitors can undertake a trek to reach the temple, seek blessings, and experience the divine atmosphere of this sacred place.",4.7,Uttarakhand,30.7347,79.0669," Kedarnath the Garhwal Himalayas of Uttarakhand the Char Dham four Hinduism Kedarnath 3,583 meters"
Pithoragarh,Pithoragarh,Hill Station,"Pithoragarh is a charming hill station located in the Pithoragarh district of Uttarakhand. It is situated at an altitude of 1,645 meters and is known for its panoramic views of the snow-capped peaks. Pithoragarh is surrounded by natural beauty and offers opportunities for trekking, camping, and wildlife sighting. Visitors can explore attractions like Chandak, Dhwaj Temple, and Thal Kedar, and experience the tranquility of the mountains
Ranikhet,Almora,Hill Station,Ranikhet is a beautiful hill station located in the Almora district of Uttarakhand. It is known for its lush green meadows",4.5,Uttarakhand,29.6438,79.4321," Pithoragarh Uttarakhand 1,645 meters Chandak Thal Kedar Almora Hill Station Ranikhet Almora Uttarakhand"
Gangotri,Uttarkashi,Pilgrimage Site,"Gangotri is a sacred town located in the Uttarkashi district of Uttarakhand. It is one of the Char Dham (four holy abodes) in Hinduism and is the origin of the River Ganges. Gangotri is situated at an altitude of 3,100 meters and offers stunning views of the surrounding snow-capped peaks. Visitors can visit the Gangotri Temple, take a dip in the holy river, and embark on treks to places like Gaumukh and Tapovan.",4.7,Uttarakhand,30.9877,78.9319," Uttarkashi Uttarakhand the Char Dham four Hinduism the River Ganges 3,100 meters the Gangotri Temple Gaumukh Tapovan"
Mukteshwar,Nainital,Hill Station,"Mukteshwar is a serene hill station located in the Nainital district of Uttarakhand. It is situated at an altitude of 2,285 meters and offers panoramic views of the Himalayan peaks. Mukteshwar is known for its apple orchards, colonial architecture, and the famous Mukteshwar Temple. Visitors can enjoy nature walks, witness beautiful sunsets, and indulge in adventure activities like rock climbing and rappelling.",4.4,Uttarakhand,29.4756,79.6466," Mukteshwar Nainital Uttarakhand 2,285 meters Himalayan Mukteshwar Temple"
Gaurikund,Rudraprayag,Pilgrimage Site,"Gaurikund is a significant pilgrimage site located in the Rudraprayag district of Uttarakhand. It is the starting point of the trek to Kedarnath, one of the Char Dham destinations. Gaurikund is named after Goddess Parvati, who is believed to have meditated here. Visitors can take a holy bath in the hot springs, visit the Gauri Temple, and begin their spiritual journey to Kedarnath.",4.6,Uttarakhand,30.7915,79.0673, Rudraprayag Uttarakhand Kedarnath one Char Dham Goddess Parvati the Gauri Temple Kedarnath
Kausani,Bageshwar,Hill Station,"Kausani is a picturesque hill station located in the Bageshwar district of Uttarakhand. It is known for its breathtaking views of the Himalayan peaks like Nanda Devi, Trishul, and Panchachuli. Kausani offers tranquility and solitude, making it an ideal destination for nature lovers and peace seekers. Visitors can enjoy panoramic sunrise and sunset views, visit the Anasakti Ashram, and explore tea gardens.",4.4,Uttarakhand,29.8543,79.5967, Kausani the Bageshwar district Uttarakhand Himalayan Nanda Devi Trishul Panchachuli Kausani Ashram
Gwaldam,Chamoli,Hill Station,"Gwaldam is a serene hill station located in the Chamoli district of Uttarakhand. It is situated at an altitude of 1,708 meters and offers panoramic views of the Himalayas. Gwaldam is known for its pleasant weather, apple orchards, and lush green landscapes. Visitors can enjoy trekking, bird watching, and explore nearby attractions like Badhangarhi Temple and Gwaldam Lake.",4.5,Uttarakhand,30.3792,79.5092," Gwaldam Chamoli Uttarakhand 1,708 meters Himalayas Gwaldam Badhangarhi Temple"
Chaukori,Pithoragarh,Hill Station,"Chaukori is a scenic hill station located in the Pithoragarh district of Uttarakhand. It is situated at an altitude of 2,010 meters and offers panoramic views of the snow-capped peaks. Chaukori is known for its tea gardens, enchanting landscapes, and serene ambiance. Visitors can enjoy the beauty of the Himalayas, witness stunning sunrises and sunsets, and explore nearby attractions like Patal Bhuvaneshwar.",4.4,Uttarakhand,29.8543,79.5967," scenic hill Pithoragarh Uttarakhand 2,010 meters Himalayas Patal Bhuvaneshwar"
Lansdowne,Pauri Garhwal,Hill Station,"Lansdowne is a quaint hill station located in the Pauri Garhwal district of Uttarakhand. It is known for its serene atmosphere, colonial architecture, and natural beauty. Lansdowne offers panoramic views of the Himalayas and is a popular destination for nature lovers and peace seekers. Visitors can explore attractions like Tip-in-Top viewpoint, St. Mary's Church, and enjoy boating in the Bhulla Tal lake.",4.4,Uttarakhand,29.8362,78.687, Lansdowne Uttarakhand Lansdowne Himalayas St. Mary's Church the Bhulla Tal lake
Gangotri Temple Complex,Uttarkashi,Pilgrimage Site,"The Gangotri Temple Complex is a sacred site located in the Uttarkashi district of Uttarakhand. It is one of the Char Dham (four holy abodes) in Hinduism and is dedicated to Goddess Ganga. The temple complex is situated at an altitude of 3,100 meters and offers breathtaking views of the surrounding peaks. Visitors can seek blessings at the temple, witness the Aarti ceremony, and experience the divine aura of this holy place.",4.6,Uttarakhand,30.9843,78.9372," The Gangotri Temple Complex Uttarkashi Uttarakhand the Char Dham four Hinduism Goddess Ganga 3,100 meters Aarti"
Rishikesh,Dehradun,Pilgrimage Site,"Rishikesh is a renowned pilgrimage site located in the Dehradun district of Uttarakhand. It is often referred to as the ""Yoga Capital of the World"" and is known for its spiritual significance. Rishikesh is situated on the banks of the holy River Ganges and is a popular destination for yoga, meditation, and wellness retreats. Visitors can visit ashrams, attend yoga classes, take part in Ganga Aarti, and experience the spiritual vibes of this place.",4.7,Uttarakhand,30.0862,78.2676, Dehradun Uttarakhand Yoga Capital of the World Ganga Aarti
Haridwar,Haridwar,Pilgrimage Site,"Haridwar is a sacred city located in the Haridwar district of Uttarakhand. It is one of the seven holiest places in Hinduism and is situated on the banks of the holy River Ganges. Haridwar is known for its ghats, where pilgrims gather to take a holy dip in the river. The city is also famous for the Kumbh Mela, a grand religious festival held every 12 years. Visitors can attend the Ganga Aarti, visit temples, and experience the spiritual atmosphere of Haridwar.",4.6,Uttarakhand,29.9457,78.1642, Haridwar Uttarakhand one seven Hinduism every 12 years the Ganga Aarti Haridwar
