Place Name,Location,Category,Description,Rating,State,latitude,longitude
Surajkund,Faridabad,Historical Site,"Surajkund is an ancient reservoir and a popular tourist attraction near Faridabad. It is known for its picturesque surroundings and the annual Surajkund Crafts Mela, showcasing traditional Indian handicrafts. Visitors can enjoy boating, explore the ruins of the Sun Pool, and witness the vibrant cultural festivities.",4.3,haryana,28.4894,77.2822
Kurukshetra,Kurukshetra,Spiritual City,"Kurukshetra is a sacred city in Haryana, steeped in mythological and historical significance. It is believed to be the battlefield of the epic Mahabharata. Visitors can explore ancient temples, visit the Kurukshetra Panorama and Science Centre, and learn about the rich cultural heritage of the city.",4.2,haryana,29.9697,76.8784
Badhkal Lake,Faridabad,Recreational Spot,"Badhkal Lake is a serene lake located near Faridabad. It is a popular picnic spot offering boating facilities and a tranquil environment. Visitors can relax by the lakeside, enjoy the scenic views, and indulge in recreational activities.",4.1,haryana,28.357,77.3259
Damdama Lake,Gurgaon,Recreational Spot,"Damdama Lake is a large natural lake located in the Aravalli hills near Gurgaon. It is a popular destination for adventure activities and day trips. Visitors can enjoy boating, kayaking, rock climbing, and zip-lining, and experience the beauty of the surrounding landscapes.",4.3,haryana,28.3387,77.1955
Karna Lake,Karnal,Recreational Spot,"Karna Lake is a picturesque lake located in Karnal, Haryana. It is known for its serene ambiance and beautiful surroundings. Visitors can enjoy boating, indulge in waterside dining, and relax in the tranquil environment of the lake.",4.2,haryana,29.6741,76.9995
Pinjore Gardens,Panchkula,Gardens,"Pinjore Gardens, also known as Yadavindra Gardens, is a historic garden located in Panchkula. It is known for its Mughal-style architecture, beautiful fountains, and lush greenery. Visitors can stroll through the gardens, admire the scenic landscapes, and visit the ancient Bhima Devi Temple.",4.3,haryana,30.7967,76.9146
Sheikh Chilli's Tomb,Thanesar,Historical Site,"Sheikh Chilli's Tomb is a historical site located in Thanesar, Haryana. It is the mausoleum of Sheikh Chilli, a popular character from folklore. Visitors can explore the tomb, learn about the legendary tales associated with Sheikh Chilli, and appreciate the architectural beauty of the monument.",4.1,haryana,29.994,76.8365
The Ridge,Shimla,Scenic Spot,"The Ridge is a popular public square located in the heart of Shimla. It offers panoramic views of the surrounding mountains and is a hub of cultural and social activities. Visitors can enjoy leisurely walks, explore nearby attractions, and soak in the vibrant atmosphere of the city.",4.5,shimla,31.1048,77.1734
Mall Road,Shimla,Shopping Street,"Mall Road is the main commercial street in Shimla and a bustling hub for shopping, dining, and entertainment. Visitors can explore a wide range of shops selling local handicrafts, souvenirs, and apparel. The street is also lined with restaurants, cafes, and theaters.",4.4,shimla,31.1034,77.1724
Jakhu Temple,Shimla,Hindu Temple,"Jakhu Temple is a famous Hindu temple dedicated to Lord Hanuman, situated on Jakhu Hill in Shimla. It offers panoramic views of the city and surrounding hills. Visitors can trek to the temple, seek blessings, and enjoy the serene and spiritual ambiance.",4.3,shimla,31.1074,77.1785
Christ Church,Shimla,Historical Site,"Christ Church is a prominent landmark and one of the oldest churches in North India, located on The Ridge in Shimla. It features beautiful Neo-Gothic architecture and stunning stained glass windows. Visitors can admire the church's intricate design and experience its peaceful atmosphere.",4.5,shimla,31.104,77.1735
Kufri,Shimla,Hill Station,"Kufri is a charming hill station located near Shimla, known for its scenic beauty and adventure activities. It offers stunning views of the Himalayan ranges and is a popular destination for skiing and hiking. Visitors can also visit the Himalayan Nature Park and enjoy horse riding.",4.2,shimla,31.0975,77.2616
Summer Hill,Shimla,Hill Station,"Summer Hill is a picturesque hill station located on the outskirts of Shimla. It is known for its tranquil ambiance and lush greenery. Visitors can enjoy leisurely walks, visit the prestigious Himachal Pradesh University, and appreciate the breathtaking views of the surrounding valleys.",4.1,shimla,31.1087,77.1676
Annandale,Shimla,Recreational Spot,"Annandale is a popular recreational spot located near Shimla. It was once a playground for the British and is now used for various sports activities, including golf, cricket, and polo. Visitors can enjoy picnics, witness horse riding events, and admire the scenic landscapes.",4.2,shimla,31.1154,77.1796
Indian Institute of Advanced Study,Shimla,Architectural Landmark,"The Indian Institute of Advanced Study is a prestigious educational institution located in Shimla. It is housed in the former Viceregal Lodge, a magnificent colonial building surrounded by lush gardens. Visitors can explore the museum, library, and enjoy the tranquil surroundings.",4.3,shimla,31.1083,77.1677
Tara Devi Temple,Shimla,Hindu Temple,"Tara Devi Temple is a popular Hindu temple dedicated to Goddess Tara, situated atop Tara Devi Hill near Shimla. It offers breathtaking views of the surrounding valleys and is known for its spiritual significance. Visitors can seek blessings, enjoy the peaceful ambiance, and undertake the scenic trek to the temple.",4.1,shimla,31.1057,77.2042
Himalayan Bird Park,Shimla,Wildlife Park,"Himalayan Bird Park is a nature park and aviary located in Shimla. It is home to a variety of exotic bird species, including colorful pheasants and rare Himalayan birds. Visitors can observe the birds in their natural habitat and learn about their conservation.",4,shimla,31.1028,77.184
Gaiety Heritage Cultural Complex,Shimla,Cultural Center,"Gaiety Heritage Cultural Complex is a historic theater and cultural center located in Shimla. It showcases various cultural performances, including plays, music concerts, and dance shows. Visitors can experience the rich cultural heritage of Shimla and enjoy the vibrant artistic presentations.",4.2,shimla,31.1031,77.1766
Chadwick Falls,Shimla,Natural Attraction,"Chadwick Falls is a mesmerizing waterfall located near Shimla. It is nestled amidst dense forests and offers a serene and picturesque setting. Visitors can enjoy the natural beauty, listen to the soothing sound of the waterfall, and spend peaceful moments in the lap of nature.",4.1,shimla,31.0998,77.1854
Shimla State Museum,Shimla,Museum,"Shimla State Museum, also known as Himachal State Museum, is a fascinating museum located in Shimla. It showcases a vast collection of historical artifacts, ancient manuscripts, traditional artworks, and cultural exhibits. Visitors can explore the rich history and heritage of Himachal Pradesh.",4.3,shimla,31.1023,77.1724
Himachal Pradesh Cricket Association Stadium,Shimla,Cricket Stadium,"Himachal Pradesh Cricket Association Stadium, also known as HPCA Stadium, is a renowned cricket stadium located in Shimla. It is known for its scenic backdrop and has hosted various domestic and international cricket matches. Visitors can witness live cricket matches and enjoy the sporting atmosphere.",4.2,shimla,31.0905,77.1869
Mashobra,Shimla,Hill Station,"Mashobra is a tranquil hill station located near Shimla. It is known for its lush green forests, apple orchards, and scenic beauty. Visitors can enjoy nature walks, go camping, and indulge in adventurous activities like rappelling and ziplining.",4.1,shimla,31.1273,77.248
Chail,Shimla,Hill Station,"Chail is a charming hill station located near Shimla, known for its serene ambiance and panoramic views of the Himalayas. It is home to the highest cricket ground in the world and offers opportunities for trekking, wildlife spotting, and enjoying nature's beauty.",4.2,shimla,30.9665,76.5422
Kali Bari Temple,Shimla,Hindu Temple,"Kali Bari Temple is a popular Hindu temple dedicated to Goddess Kali, situated in Shimla. It is a significant religious and cultural landmark and attracts devotees from far and wide. Visitors can seek blessings, witness religious ceremonies, and admire the intricate temple architecture.",4,shimla,31.1114,77.1734
Naldehra,Shimla,Golf Course,"Naldehra is a scenic hill station located near Shimla, famous for its picturesque golf course. The Naldehra Golf Course is one of the oldest and most beautiful golf courses in India, offering stunning views of the surrounding mountains. Visitors can enjoy golfing amidst nature's beauty and relax in the tranquil surroundings.",4.1,shimla,31.1433,77.3339
Tattapani,Shimla,Natural Hot Springs,"Tattapani is a serene village located near Shimla, known for its natural hot springs. It offers a rejuvenating experience with its therapeutic hot water springs, believed to have healing properties. Visitors can take a dip in the hot springs, enjoy river rafting in the Sutlej River, and savor the beautiful landscapes.",4,shimla,31.274,77.3391
Shaily Peak,Shimla,Viewpoint,"Shaily Peak is a scenic viewpoint located near Shimla. It offers panoramic views of the surrounding mountains, valleys, and dense forests. Visitors can hike to the peak, witness breathtaking sunrises and sunsets, and capture stunning photographs.",4.2,shimla,31.0197,77.1455
Kali Ka Tibba,Shimla,Hindu Temple,"Kali Ka Tibba, also known as Shyamala Devi Temple, is a famous Hindu temple located on a hilltop near Shimla. It is dedicated to Goddess Kali and offers mesmerizing views of the Shimla town and snow-capped Himalayan peaks. Visitors can seek blessings and enjoy the spiritual ambiance.",4.1,shimla,31.0176,77.1411
Shimla Reserve Forest Sanctuary,Shimla,Nature Reserve,"Shimla Reserve Forest Sanctuary is a protected area located near Shimla, known for its rich biodiversity and scenic beauty. It is home to various wildlife species, including leopards, barking deer, and Himalayan black bears. Visitors can enjoy nature walks, birdwatching, and explore the lush green forests.",4,shimla,31.1142,77.1395
Chadwick Arboretum,Shimla,Botanical Garden,"Chadwick Arboretum is a beautiful botanical garden located in Shimla. It is known for its diverse collection of trees, plants, and flowers, providing a tranquil environment for nature lovers. Visitors can stroll through the garden, appreciate the flora, and enjoy a peaceful retreat.",4.2,shimla,31.1113,77.1353
Kiala Forest,Shimla,Nature Trail,"Kiala Forest is a scenic nature trail located near Shimla, offering a delightful hiking experience. The trail passes through dense forests, meadows, and streams, showcasing the natural beauty of the region. Visitors can enjoy a peaceful walk, spot wildlife, and immerse themselves in the serenity of the surroundings.",4.1,shimla,31.0712,77.1212
Himachal State Museum Annex,Shimla,Museum,"Himachal State Museum Annex is an extension of the Shimla State Museum, located in Shimla. It houses a collection of historical artifacts, paintings, and sculptures that depict the rich cultural heritage of Himachal Pradesh. Visitors can explore the exhibits and delve into the region's history and art.",4,shimla,31.1057,77.1735
Gorton Castle,Shimla,Architectural Landmark,"Gorton Castle is a historic building
Place Name,Location,Category,Description,Rating,Latitude,Longitude
Gorton Castle,Shimla,Architectural Landmark,Gorton Castle is a historic building located in Shimla. It was once the headquarters of the British administration during colonial times. The castle showcases magnificent architecture with its Gothic-style facade and intricate detailing. Visitors can admire the grandeur of the building and learn about its historical significance.""",4.1,shimla,31.1034,77.1724
Glen Forest,Shimla,Nature Park,"Glen Forest is a serene nature park located near Shimla. It offers a peaceful retreat amidst lush greenery, tall deodar trees, and gushing streams. Visitors can enjoy leisurely walks, have picnics, and appreciate the tranquility of the surroundings.",4.2,shimla,31.109,77.1886
Hawa Ghar,Shimla,Scenic Point,"Hawa Ghar, also known as the Scandal Point, is a popular scenic point located in Shimla. It offers panoramic views of the surrounding mountains and the bustling Mall Road. Visitors can relax on the benches, soak in the beautiful vistas, and witness the vibrant atmosphere of the city.",4,shimla,31.1046,77.1732
Johnnie's Wax Museum,Shimla,Museum,"Johnnie's Wax Museum is a unique museum located in Shimla. It features lifelike wax statues of famous personalities from different walks of life, including celebrities, political figures, and historical icons. Visitors can pose with the wax figures and get a glimpse into the world of fame and glamour.",4.1,shimla,31.1037,77.1709
Rothney Castle,Shimla,Architectural Landmark,Rothney Castle is a historic castle located in Shimla. It is an architectural marvel showcasing a blend of Scottish and Indian architectural styles. The castle is nestled amidst picturesque surroundings and offers a glimpse into the bygone era. Visitors can admire the castle's unique design and soak in its old-world charm.,4,shimla,31.1077,77.1668
Viceregal Lodge,Shimla,Historical Site,"Viceregal Lodge, also known as Rashtrapati Niwas, is a magnificent heritage building located in Shimla. It served as the summer residence of the British viceroys during the colonial period. The lodge features impressive architecture, sprawling gardens, and offers panoramic views of the Shimla Valley. Visitors can explore the historic halls, library, and gardens.",4.3,shimla,31.1072,77.1719
Shimla Water Catchment Sanctuary,Shimla,Nature Reserve,"Shimla Water Catchment Sanctuary is a protected area located near Shimla, encompassing several water reservoirs. It is known for its pristine natural beauty and serves as a vital water source for the city. Visitors can enjoy nature walks, birdwatching, and experience the tranquility of the sanctuary.",4.2,shimla,31.1162,77.1421
Giri Ganga,Shimla,Pilgrimage Site,Giri Ganga is a sacred pilgrimage site located near Shimla. It is known for its natural hot water springs and the Giri Ganga Temple dedicated to Goddess Kali. The site offers serene surroundings and is frequented by devotees seeking spiritual solace. Visitors can take a dip in the holy water and experience the religious significance of the place.,4.1,shimla,31.1925,77.2948
Shimla Heritage Museum,Shimla,Museum,"Shimla Heritage Museum is a museum located in Shimla that showcases the rich cultural heritage and history of the region. It houses a collection of artifacts, photographs, and exhibits depicting the colonial era, local traditions, and the evolution of Shimla as a hill station. Visitors can learn about the city's past and immerse themselves in its heritage.",4,shimla,31.1036,77.1729
Nag Temple,Shimla,Hindu Temple,"Nag Temple is a popular Hindu temple dedicated to Lord Shiva, situated in Shimla. It is known for its spiritual significance and architectural beauty. The temple is surrounded by lush green forests, offering a serene ambiance for devotees and visitors seeking tranquility.",4.2,shimla,31.1005,77.1653
Hatu Peak,Shimla,Viewpoint,"Hatu Peak is a scenic viewpoint located near Shimla. It offers panoramic views of the surrounding snow-capped mountains, lush valleys, and dense forests. Visitors can trek to the peak, enjoy breathtaking vistas, and experience the thrill of being at the highest point in the region.",4.3,shimla,31.1997,77.3526
Daranghati Sanctuary,Shimla,Nature Reserve,"Daranghati Sanctuary is a wildlife sanctuary located near Shimla. It is known for its diverse flora and fauna, including Himalayan monal, musk deer, and brown bear. Visitors can embark on nature trails, spot wildlife, and appreciate the pristine beauty of the sanctuary.",4,shimla,31.1885,77.3647
Kuthar Fort,Shimla,Fortress,"Kuthar Fort is a historic fortress located near Shimla. It dates back to the 17th century and is known for its architectural grandeur and rich heritage. The fort is surrounded by beautiful landscapes and offers a glimpse into the region's glorious past. Visitors can explore the fort, admire its intricate design, and learn about its historical significance.",4.1,shimla,30.9679,76.8968
Shimla Ice Skating Rink,Shimla,Recreational Facility,"Shimla Ice Skating Rink is a popular recreational facility located in Shimla. It is one of the oldest ice skating rinks in India and attracts both locals and tourists. Visitors can enjoy ice skating, participate in skating competitions, and experience the thrill of gliding on the ice.",4.2,shimla,31.1036,77.1731
Barog,Shimla,Hill Station,"Barog is a charming hill station located near Shimla, known for its natural beauty and pleasant weather. It offers panoramic views of the surrounding mountains and valleys. Visitors can enjoy leisurely walks, indulge in local cuisine, and experience the tranquility of this lesser-known destination.",4.1,shimla,30.9601,77.0117
Shimla Reserve Forest,Shimla,Nature Reserve,"Shimla Reserve Forest is a protected forest area located near Shimla. It is known for its dense forests, diverse flora and fauna, and scenic trails. Visitors can go for nature walks, spot wildlife, and immerse themselves in the serenity of the forest.",4,shimla,31.1142,77.1395
Rohtang Pass,Manali,Mountain Pass,"Rohtang Pass is a famous mountain pass located in the Manali region of Himachal Pradesh. It is known for its stunning views of the Himalayas, snow-capped peaks, and scenic landscapes. Visitors can engage in adventure activities like skiing and snowboarding, and enjoy the breathtaking beauty of the surroundings.",4.5,Himachal Pradesh,32.3463,77.579
Kullu,Manali,Hill Station,"Kullu is a beautiful hill station located in the Kullu Valley of Himachal Pradesh. It is known for its picturesque landscapes, apple orchards, and adventure activities. Visitors can explore the charming town, indulge in river rafting, trekking, and experience the rich cultural heritage of the region.",4.3,Himachal Pradesh,31.9592,77.1097
Dharamshala,Kangra,Hill Station,"Dharamshala is a popular hill station located in the Kangra district of Himachal Pradesh. It is renowned as the residence of the Dalai Lama and the headquarters of the Tibetan government-in-exile. Visitors can explore Tibetan culture and monasteries, enjoy trekking in the Dhauladhar Range, and experience the serene beauty of the Himalayas.",4.4,Himachal Pradesh,32.219,76.3234
Shimla,Shimla,Hill Station,"Shimla is the capital city of Himachal Pradesh and a famous hill station. It is known for its colonial architecture, scenic landscapes, and pleasant weather. Visitors can explore the Mall Road, visit historical landmarks like the Viceregal Lodge, and enjoy panoramic views from viewpoints like the Ridge.",4.5,Himachal Pradesh,31.1048,77.1734
Manali,Kullu,Hill Station,"Manali is a popular hill station situated in the Kullu Valley of Himachal Pradesh. It is known for its breathtaking landscapes, adventure activities, and ancient temples. Visitors can indulge in activities like paragliding, river rafting, and trekking, and explore attractions such as Hadimba Temple and Solang Valley.",4.4,Himachal Pradesh,32.2396,77.1887
Dalhousie,Chamba,Hill Station,"Dalhousie is a picturesque hill station located in the Chamba district of Himachal Pradesh. It is known for its colonial-era architecture, snow-capped mountains, and tranquil ambiance. Visitors can visit attractions like Khajjiar, Panchpula, and St. John's Church, and enjoy leisurely walks amidst the natural beauty.",4.3,Himachal Pradesh,32.5356,75.963
Kasol,Kullu,Hill Station,"Kasol is a scenic village located in the Parvati Valley of Himachal Pradesh. It is known for its natural beauty, hippie culture, and treks to Kheerganga and Malana. Visitors can enjoy the peaceful surroundings, experience the vibrant cafe culture, and indulge in adventure activities like hiking and camping.",4.2,Himachal Pradesh,32.009,77.3149
Bir Billing,Kangra,Paragliding Site,"Bir Billing is a famous paragliding site located in the Kangra district of Himachal Pradesh. It is known as the paragliding capital of India and attracts adventure enthusiasts from around the world. Visitors can experience the thrill of tandem paragliding flights, witness stunning aerial views of the Himalayas, and explore the charming village of Bir.",4.4,Himachal Pradesh,32.0456,76.718
Khajjiar,Chamba,Hill Station,"Khajjiar is a breathtaking hill station located in the Chamba district of Himachal Pradesh. It is often referred to as the ""Mini Switzerland of India"" due to its resemblance to the Swiss landscapes. Visitors can enjoy the lush green meadows, visit the Khajjiar Lake, and explore the Khajji Nag Temple.",4.3,Himachal Pradesh,32.551,76.0625
Solang Valley,Manali,Adventure Sports,"Solang Valley is a popular destination near Manali known for its adventure sports and scenic beauty. It offers activities like paragliding, zorbing, skiing, and cable car rides. Visitors can also enjoy panoramic views of snow-capped mountains, pristine glaciers, and lush greenery.",4.2,Himachal Pradesh,32.3669,77.1875
Chail,Shimla,Hill Station,"Chail is a tranquil hill station located in the Shimla district of Himachal Pradesh. It is known for its lush green forests, serene ambiance, and the highest cricket ground in the world. Visitors can explore attractions like Chail Palace, Kali Ka Tibba, and enjoy nature walks amidst the pine and deodar trees.",4.1,Himachal Pradesh,30.9664,76.7996
Kasauli,Solan,Hill Station,"Kasauli is a quaint hill station situated in the Solan district of Himachal Pradesh. It is known for its colonial-era charm, pleasant weather, and panoramic views of the Himalayas. Visitors can explore the Kasauli Monkey Point, Christ Church, and enjoy leisurely walks along the Mall Road.",4.2,Himachal Pradesh,30.8993,76.9648
Palampur,Kangra,Hill Station,"Palampur is a picturesque hill station located in the Kangra Valley of Himachal Pradesh. It is known for its tea gardens, colonial architecture, and scenic landscapes. Visitors can visit attractions like the Tea Gardens, Neugal Khad, and enjoy activities like trekking, paragliding, and nature walks.",4.1,Himachal Pradesh,32.1155,76.5375
Spiti Valley,Lahaul and Spiti,Land of Lamas,"Spiti Valley is a remote and scenic region located in the Lahaul and Spiti district of Himachal Pradesh. It is known for its rugged landscapes, ancient monasteries, and Tibetan Buddhist culture. Visitors can explore the picturesque villages, visit Key Monastery, Chandratal Lake, and experience the unique cultural heritage of the region.",4.4,Himachal Pradesh,32.4174,78.0706
Mcleodganj,Kangra,Hill Station,"Mcleodganj is a popular hill station situated in the Kangra district of Himachal Pradesh. It is known as the ""Little Lhasa"" due to its significant Tibetan population and the presence of the Tibetan government-in-exile. Visitors can explore the Namgyal Monastery, Bhagsu Waterfall, and indulge in Tibetan cuisine and shopping for handicrafts.",4.3,Himachal Pradesh,32.2426,76.3216
Kasol,Parvati Valley,Hill Station,"Kasol is a scenic village located in the Parvati Valley of Himachal Pradesh. It is known for its natural beauty, hippie culture, and treks to Kheerganga and Malana. Visitors can enjoy the peaceful surroundings, experience the vibrant cafe culture, and indulge in adventure activities like hiking and camping.",4.2,Himachal Pradesh,32.009,77.3149
Bir,Billing,Adventure Sports,"Bir is a popular destination located in the Kangra district of Himachal Pradesh. It is known for its adventure sports, especially paragliding. Visitors can enjoy tandem paragliding flights, witness breathtaking aerial views, and explore the serene surroundings of Bir.",4.1,Himachal Pradesh,32.0476,76.7185
Tirthan Valley,Kullu,Valley,"Tirthan Valley is a pristine valley located in the Kullu district of Himachal Pradesh. It is known for its untouched natural beauty, gushing Tirthan River, and picturesque landscapes. Visitors can enjoy activities like trekking, fishing, and camping, and explore the Great Himalayan National Park.",4.3,Himachal Pradesh,31.6416,77.3847
Bhuntar,Kullu,Town,"Bhuntar is a town located in the Kullu district of Himachal Pradesh. It serves as the gateway to popular destinations like Manali and Kullu. Visitors can explore attractions like the Basheshwar Mahadev Temple, Bijli Mahadev Temple, and enjoy the scenic beauty of the Beas River.",4,Himachal Pradesh,31.898,77.1572
Narkanda,Shimla,Hill Station,"Narkanda is a serene hill station situated in the Shimla district of Himachal Pradesh. It is known for its apple orchards, skiing slopes, and panoramic views of the snow-capped Himalayas. Visitors can indulge in adventure sports, enjoy nature walks, and experience the tranquility of this offbeat destination.",4.1,Himachal Pradesh,31.2591,77.5678
Chitkul,Kinnaur,Village,"Chitkul is a scenic village located in the Kinnaur district of Himachal Pradesh. It is the last inhabited village on the Indo-Tibetan border and offers breathtaking views of the snow-covered mountains. Visitors can explore the village, interact with the locals, and embark on treks to nearby destinations.",4.3,Himachal Pradesh,31.3559,78.3643
Kaza,Spiti Valley,Town,"Kaza is a town situated in the Spiti Valley of Himachal Pradesh. It is known for its stunning landscapes, monasteries, and Tibetan Buddhist culture. Visitors can explore attractions like the Key Monastery, Tabo Monastery, and enjoy adventure activities like trekking and camping amidst the picturesque surroundings.",4.2,Himachal Pradesh,32.2276,78.0637
Kinnaur,Kinnaur,Valley,"Kinnaur is a mesmerizing valley located in the Kinnaur district of Himachal Pradesh. It is known for its lush green valleys, apple orchards, and ancient temples. Visitors can explore the Sangla Valley, visit the famous Kinnaur Kailash Peak, and experience the rich cultural heritage of the region.",4.3,Himachal Pradesh,31.7729,78.2657
Kheerganga,Kullu,Trekking Destination,"Kheerganga is a popular trekking destination located in the Kullu district of Himachal Pradesh. It is known for its natural hot water springs, scenic landscapes, and the stunning Parvati Valley. Visitors can embark on a trek to Kheerganga, take a dip in the hot springs, and camp amidst the serene beauty of the mountains.",4.2,Himachal Pradesh,32.0136,77.4025
Chandratal Lake,Lahaul and Spiti,Lake,"Chandratal Lake is a mesmerizing high-altitude lake located in the Lahaul and Spiti district of Himachal Pradesh. It is known for its crystal-clear blue waters, surrounding snow-capped mountains, and scenic beauty. Visitors can trek to the lake, camp along its banks, and witness the enchanting reflections of the surrounding peaks.",4.4,Himachal Pradesh,32.4611,77.6219
Great Himalayan National Park,Kullu,National Park,"The Great Himalayan National Park is a UNESCO World Heritage Site located in the Kullu district of Himachal Pradesh. It is known for its biodiversity, alpine meadows, and snow-capped peaks. Visitors can explore the park, go for wildlife spotting, trekking, and experience the untouched natural beauty of the Himalayas.",4.3,Himachal Pradesh,31.9303,77.4149
Tabo,Spiti Valley,Village,"Tabo is a scenic village situated in the Spiti Valley of Himachal Pradesh. It is known for its ancient monastery, Tabo Monastery, which is one of the oldest continuously operating Buddhist monasteries in the Himalayas. Visitors can explore the monastery, witness its intricate murals, and experience the spiritual ambiance of the village.",4.2,Himachal Pradesh,32.0945,78.371
Sangla Valley,Kinnaur,Valley,"Sangla Valley is a picturesque valley located in the Kinnaur district of Himachal Pradesh. It is known for its apple orchards, scenic landscapes, and the Baspa River. Visitors can explore the village of Sangla, witness the Kinnauri culture, and enjoy activities like trekking and trout fishing.",4.1,Himachal Pradesh,31.3992,78.2658
Palampur Tea Gardens,Kangra,Tea Gardens,"
Palampur Tea Gardens,Kangra,Tea Gardens,The Palampur Tea Gardens are famous tea plantations located in the Kangra district of Himachal Pradesh. They are known for producing high-quality tea and offer scenic views of the surrounding hills. Visitors can take a tour of the tea gardens",4.2,Himachal Pradesh,32.1321,76.5346
Prashar Lake,Mandi,Lake,"Prashar Lake is a beautiful lake located in the Mandi district of Himachal Pradesh. It is known for its crystal-clear waters, surrounded by snow-capped peaks and lush green meadows. Visitors can trek to the lake, camp on its banks, and enjoy the tranquil atmosphere amidst nature.",4.3,Himachal Pradesh,31.8184,77.1124
Kamru Fort,Kinnaur,Fort,"Kamru Fort is an ancient fort located in the Kinnaur district of Himachal Pradesh. It is known for its unique architecture, intricate woodwork, and panoramic views of the surrounding mountains. Visitors can explore the fort, visit the Kamakshi Temple within its premises, and enjoy the cultural heritage of the region.",4.2,Himachal Pradesh,31.8609,78.3457
Kalpa,Kinnaur,Village,"Kalpa is a scenic village located in the Kinnaur district of Himachal Pradesh. It is known for its apple orchards, traditional wooden houses, and magnificent views of the Kinner Kailash Range. Visitors can explore the village, visit the ancient Hu-Bu-Lan-Kar Monastery, and witness the mesmerizing sunset over the Himalayas.",4.1,Himachal Pradesh,31.9603,78.2277
Bhagsu Waterfall,Kangra,Waterfall,"Bhagsu Waterfall is a stunning waterfall located near Mcleodganj in the Kangra district of Himachal Pradesh. It is known for its natural beauty, cascading waters, and serene surroundings. Visitors can trek to the waterfall, enjoy the refreshing mist, and spend a peaceful time amidst nature.",4.2,Himachal Pradesh,32.2437,76.326
Rewalsar Lake,Mandi,Lake,"Rewalsar Lake is a sacred lake located in the Mandi district of Himachal Pradesh. It is revered by Hindus, Buddhists, and Sikhs and is surrounded by monasteries and temples. Visitors can enjoy boating on the lake, explore the surrounding religious sites, and experience the spiritual ambiance of the place.",4.1,Himachal Pradesh,31.6696,76.8784
Barot,Mandi,Village,"Barot is a charming village located in the Mandi district of Himachal Pradesh. It is known for its scenic beauty, trout fishing, and the Uhl River. Visitors can enjoy camping by the riverside, go for nature walks, and experience the tranquility of this offbeat destination.",4,Himachal Pradesh,31.8743,76.7827
Golden Temple,Amritsar,Religious Site,"The Golden Temple, also known as Sri Harmandir Sahib, is a famous Sikh gurdwara located in Amritsar, Punjab. It is considered the holiest shrine in Sikhism and attracts millions of visitors each year. The temple is known for its stunning architecture, golden domes, and sacred pond. Visitors can witness the religious rituals, listen to hymns, and partake in the community kitchen offering free meals.",4.9,Punjab,31.6199,74.8765
Wagah Border,Amritsar,International Border,"Wagah Border is a famous international border crossing between India and Pakistan, located near Amritsar in Punjab. It is known for the daily ceremonial retreat ceremony known as the ""Beating Retreat"" or ""Lowering of the Flags"". Visitors can witness the elaborate parade, patriotic fervor, and the symbolic border closing ceremony.",4.6,Punjab,31.6105,74.4027
Jallianwala Bagh,Amritsar,Historical Site,"Jallianwala Bagh is a public garden in Amritsar, Punjab, with historical significance. It is the site of the Jallianwala Bagh massacre that took place on April 13, 1919, during the British rule in India. Visitors can explore the garden, learn about the tragic incident, and pay homage to the martyrs at the memorial.",4.5,Punjab,31.6214,74.876
Anandpur Sahib,Rupnagar,Religious Site,"Anandpur Sahib is a holy town located in Rupnagar district of Punjab. It is an important pilgrimage site for Sikhs and holds historical significance. It is the birthplace of the Khalsa and hosts the Hola Mohalla festival, a grand celebration of Sikh martial arts. Visitors can visit the various gurdwaras, participate in religious ceremonies, and experience the spiritual ambiance of the place.",4.4,Punjab,31.2465,76.503
Virasat-e-Khalsa,Anandpur Sahib,Museum,"Virasat-e-Khalsa is a museum located in Anandpur Sahib, Punjab. It is dedicated to showcasing the rich history and culture of the Sikh community. The museum features interactive exhibits, multimedia presentations, and artifacts depicting the life and teachings of the Sikh Gurus. Visitors can learn about Sikhism's evolution, explore the galleries, and gain a deeper understanding of the religion.",4.7,Punjab,31.2381,76.5027
Punjabiyat Farmstay,Jalandhar,Farmstay,"Punjabiyat Farmstay is a unique rural retreat located near Jalandhar, Punjab. It offers an authentic Punjabi experience with traditional Punjabi cuisine, folk music and dance performances, and the opportunity to engage in agricultural activities. Visitors can stay in traditional Punjabi-style cottages, enjoy farm-fresh meals, and immerse themselves in the vibrant Punjabi culture.",4.8,Punjab,31.455,75.6389
Rock Garden,Chandigarh,Garden and Sculpture Park,"Rock Garden, also known as Nek Chand's Rock Garden, is a unique garden and sculpture park located in Chandigarh. It is a stunning display of art created from recycled materials such as industrial and urban waste. The garden features sculptures, pathways, waterfalls, and rock formations. Visitors can admire the creativity and craftsmanship of the artwork amidst a tranquil setting.",4.6,Punjab,30.75,76.78
Sukhna Lake,Chandigarh,Lake,"Sukhna Lake is a serene man-made lake located in Chandigarh. It is a popular spot for boating, picnics, and leisurely walks. The lake is surrounded by lush greenery and offers beautiful views of the surrounding mountains. Visitors can enjoy boating, indulge in water sports, or simply relax by the lakeside.",4.5,Punjab,30.737,76.805
